City,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored.3c,Stressed.3c,Free.3c,Optimistic.3c,Peaceful.3c,Lonely.3c,Disappointed.3c,Frustrated.3c,Threatened.3c,Before covid,During covid,Bored.3e,Stressed.3e,Excited.3e,Hopeful.3e,Peaceful.3e,Lonely.3e,Vulnerable.3e,Disappointed.3e,Anxious.3e,Mask mandate.2020,Lockdown.2020,Closing Workplace/University.2020,Vaccination pass.2020,Social distancing.2020,Quarantine.2020,Mask mandate.2021,Lockdown.2021,Closing Workplace/University.2021,Vaccination pass.2021,Social distancing.2021,Quarantine.2021,Proud.4c,Optimistic.4c,Indifferent.4c,Vulnerable.4c,Disappointed.4c,Hostile.4c,Threatened.4c,Anxious.4c,Free.4c,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed.5b,Optimistic.5b,Peaceful.5b,Lonely.5b,Vulnerable.5b,Disappointed.5b,Frustrated.5b,Anxious.5b,Threatened.5b,What were the priorities in your life *before* COVID-19?.1,What were the priorities in your life *before* COVID-19?.2,What were the priorities in your life *before* COVID-19?.3,What were the priorities in your life *before* COVID-19?.4,What were the priorities in your life *before* COVID-19?.5,What were the priorities in your life *before* COVID-19?.6,What were the priorities in your life *during* COVID-19?.1,What were the priorities in your life *during* COVID-19?.2,What were the priorities in your life *during* COVID-19?.3,What were the priorities in your life *during* COVID-19?.4,What were the priorities in your life *during* COVID-19?.5,What were the priorities in your life *during* COVID-19?.6,What is your main source of income?,Bored.6b,Stressed.6b,Free.6b,Proud.6b,Optimistic.6b,Lonely.6b,Disappointed.6b,Frustrated.6b,Anxious.6b,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free.7c,Aggressive.7c,Frustrated.7c,Disappointed.7c,Vulnerable.7c,Lonely.7c,Optimistic.7c,Enthusiastic.7c,Stressed.7c,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people).1,"Going to public places (cinemas, theaters, restaurants, gym).1",Taking public transportation.1,Going to a crowded event outdoors.1,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
New York,Study,Family,,,,,,5,,,Free,Optimistic,Peaceful,,,,,Weekly,Daily,,,,,,Lonely,,Disappointed,Anxious,4,4,5,4,4,3,4,5,4,4,5,4,Proud,Optimistic,,,,,,,Free,No,,,,,,,,,,,,,Relationships,Family,Career & Finances,Mental health,Physical health,Spirituality,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,3,2,2,4,5,,Economics,Female,24-30,I'm from somewhere else in the US,Asian,Stressed
New York,Work,,,,,,Alone,,,,,,,,,,,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,2,2,2,3,3,3,,3,3,,,,Vulnerable,Disappointed,,,,,,,"Yes, in 2021",,,,,,,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,,,,,,,"Yes, I had a reduction in working hours and/or wage",Financial reasons,2,2,2,2,4,4,4,4,9,Information Technology,,Male,30-40,I'm from New York State,White,Vulnerable
New York,Work,,,Pets,,,,,,,,,,,,,Threatened,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,,1,1,1,3,3,,3,3,3,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,,,Disappointed,,,Threatened,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Unemployed,1,,,,,Vulnerable,,,,,"No, it didn't change",,1,1,1,1,3,3,3,3,9,Food & Consumer Goods,,Female,24-30,I'm from New York State,White,Vulnerable
New York,Work,,,,,,Alone,,,,,,,,,,,Monthly,Monthly,,,,,,,Vulnerable,,,4,2,2,3,4,3,3,1,1,2,2,1,,,,,,,,,Free,No,,,,,,,,,,,,,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,,,,,,,,,,,,,,,,,,,,Business owner,1,,,,,,,,,Stressed,"No, it didn't change",,5,5,5,5,5,5,5,5,8,Consumer Services & Retail,,Male,40-50,I'm from somewhere else in the US,White,Optimistic
New York,Work,,Friends,,,,,3,,,Free,,,,Disappointed,Frustrated,,Weekly,Monthly,,Stressed,,,,,,Disappointed,Anxious,5,3,4,4,3,4,5,3,2,5,3,4,,,,Vulnerable,,Hostile,,Anxious,,No,,,,,,,,,,,,,Spirituality,Physical health,Career & Finances,Relationships,Mental health,Family,Family,Physical health,Relationships,Career & Finances,Mental health,Spirituality,,,,,,,,,,,,,,,,,,,,Business owner,0,,Aggressive,Frustrated,,,Lonely,,,,"No, it didn't change",,3,2,1,3,5,4,3,4,4,Consumer Services & Retail,,Male,24-30,I'm from New York State,Hispanic / Latino,Free
New York,Work,,,Pets,,,,,Bored,,,,Peaceful,,,Frustrated,,Weekly,Weekly,Bored,,,,,Lonely,,Disappointed,,3,3,3,4,3,3,3,3,3,3,3,3,,,,,Disappointed,Hostile,,Anxious,,,"Yes, in 2020",,,Stressed,,,,,Disappointed,Frustrated,,,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Physical health,Career & Finances,Mental health,Spirituality,,,,,,,,,,,,,,,,,,,,Self - employed,0,,,Frustrated,Disappointed,,,,,Stressed,"Yes, I had a reduction in working hours and/or wage",Work environment,4,4,4,4,5,5,5,5,9,Food & Consumer Goods,,Male,30-40,I'm from New York State,White,Distant
New York,Work,,,,,People I didn't know,,1,Bored,,,,,,Disappointed,,Threatened,Monthly,Once a year,Bored,,Excited,,,,,,Anxious,3,1,4,3,2,4,4,4,3,5,2,4,Proud,Optimistic,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,,,,,,,,,,,,,,,,,,,,Fixed term employed,0,,Aggressive,,,,,,Enthusiastic,Stressed,"Yes, I quit my job",Better Career Prospects,4,2,1,4,4,4,2,1,7,Real Estate,,Male,40-50,I'm from New York State,Hispanic / Latino,Frustrated
New York,Work,,,,,,Alone,,,,,,,,,,,Monthly,Every 3 months,Bored,Stressed,,,,Lonely,,,,3,3,5,4,2,4,4,3,4,3,4,5,Proud,,,,,Hostile,,Anxious,,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Relationships,Mental health,Spirituality,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Permanent employed,0,,Aggressive,Frustrated,,Vulnerable,,,,,"Yes, my company went out of business",Financial reasons,4,3,4,5,2,1,4,3,8,Information Technology,,Male,30-40,I'm from New York State,Hispanic / Latino,Frustrated
New York,Study,,,,,People I didn't know,,3,,Stressed,,,,,,Frustrated,Threatened,Monthly,Monthly,,Stressed,,,Peaceful,Lonely,,,,5,4,3,4,2,3,3,5,4,2,2,4,,Optimistic,,,Disappointed,,,Anxious,,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,Optimistic,Lonely,,,,Yes because I dropped out university,Change in personal interests,,,,,Economic Difficulties,Started working,,,,,,,,,,,,,,,3,2,3,1,3,3,1,4,3,,Information and Computing Sciences,Male,30-40,I'm from New York State,Hispanic / Latino,Disappointed
New York,Study,Family,,,,,,2,Bored,Stressed,,,,,,,,Monthly,Daily,Bored,,,,,Lonely,,Disappointed,,4,5,4,5,4,5,5,4,5,4,5,4,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Family,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Mental health,Family,Physical health,Relationships,Spirituality,Career & Finances,Family,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,9,,Studies in Creative Arts and Writing,Male,24-30,I'm from New York State,White,Vulnerable
New York,Work,,,Pets,,,,,,,,,Peaceful,Lonely,Disappointed,,,Monthly,Every 3 months,Bored,,,Hopeful,,Lonely,,,,4,3,5,4,4,4,5,3,5,4,3,2,Proud,Optimistic,,,,Hostile,,,,No,,,,,,,,,,,,,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Unemployed,0,,,,,Vulnerable,,Optimistic,Enthusiastic,,"Yes, due to smartworking",I wanted to work remotely,3,2,4,1,3,2,4,2,8,Food & Consumer Goods,,Male,50-60,I'm from New York State,Hispanic / Latino,Peaceful
New York,Study,,,,,,Alone,,,,,,,,,,,Monthly,Once a year,,,Excited,Hopeful,,,Vulnerable,,,4,3,5,4,3,5,2,3,3,1,4,3,Proud,,,Vulnerable,,,Threatened,,,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Scholarship,Bored,,,,Optimistic,,,,Anxious,Yes because I dropped out university,,,,,,Economic Difficulties,,,,,,,,,,,,,,,,3,2,4,1,4,4,1,2,5,,"Language, Communication and Culture",Male,24-30,I'm from New York State,Hispanic / Latino,Free
New York,Study,,,,Roommates,,,8,Bored,,,,,,Disappointed,,Threatened,Monthly,Once a year,Bored,Stressed,,,,,Vulnerable,,,3,3,4,4,3,5,4,2,4,3,4,5,Proud,Optimistic,,,,,,,Free,No,,,,,,,,,,,,,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Job,,,Free,,,Lonely,,,Anxious,Yes because I dropped out university,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,4,3,1,1,3,2,1,4,5,,Law and Legal Studies,Male,18-20,I'm from New York State,Hispanic / Latino,Disappointed
New York,Work,Family,,,,,,9,,,,,Peaceful,,Disappointed,,Threatened,Monthly,Monthly,,,Excited,,Peaceful,,,Disappointed,,5,4,4,5,3,4,5,4,3,4,2,3,,,,,,Hostile,,Anxious,Free,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,,,,,,,,,,,,,,,,,,,,Self - employed,1,,Aggressive,,Disappointed,Vulnerable,,,,,"No, it didn't change",,4,1,3,3,5,4,3,2,3,Health Care,,Male,60+,I'm from New York State,Hispanic / Latino,Anxious
New York,Study,,,Pets,,,,,,,Free,,Peaceful,,,Frustrated,,Weekly,Monthly,Bored,Stressed,,,,,,Disappointed,,4,4,5,4,4,5,4,4,3,5,4,3,,,,,Disappointed,Hostile,,Anxious,,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,Scholarship,,,,,,,,Frustrated,,Yes because I dropped out university,,,,,,Economic Difficulties,,,,,,,,,,,,,,,,3,3,1,3,4,3,1,3,8,,Medical and Health Sciences,Male,50-60,I'm from New York State,Hispanic / Latino,Distant
New York,Work,,,,,People I didn't know,,10,Bored,,Free,,,,,,Threatened,Monthly,Once a year,,Stressed,,,,,Vulnerable,Disappointed,,4,3,4,5,3,4,4,3,4,3,2,1,Proud,Optimistic,,,,,,Anxious,,No,,,,,,,,,,,,,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,Free,,,Disappointed,,Lonely,,,,"Yes, I quit my job",I wanted to work remotely,4,3,1,3,5,4,3,4,4,Utilities,,Male,40-50,I come from abroad,Hispanic / Latino,Lonely
New York,Study,,Friends,,,,,3,,,,,Peaceful,,Disappointed,,Threatened,Monthly,Monthly,Bored,,,Hopeful,Peaceful,,,,,4,3,2,4,1,3,5,4,3,4,3,5,,,Indifferent,Vulnerable,,Hostile,,,,No,,,,,,,,,,,,,Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Family,,,,,Optimistic,,Disappointed,Frustrated,,Yes because I changed my field of study,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,3,2,4,4,1,2,4,3,9,,Medical and Health Sciences,Male,40-50,I'm from somewhere else in the US,Hispanic / Latino,Free
New York,Work,,,,,,Alone,,,,,,,,,,,Weekly,Weekly,,Stressed,,,Peaceful,,Vulnerable,,,4,3,2,4,4,4,4,3,2,4,3,4,Proud,,,Vulnerable,,,Threatened,,,No,,,,,,,,,,,,,Physical health,Spirituality,Career & Finances,Mental health,Relationships,Family,Family,Mental health,Physical health,Career & Finances,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Self - employed,1,,Aggressive,,,Vulnerable,Lonely,,,,"Yes, due to smartworking",Change in personal interests,4,2,5,4,4,3,3,1,6,Real Estate,,Male,30-40,I'm from New York State,Hispanic / Latino,Frustrated
New York,Work,Family,,,,,,6,,,,Optimistic,Peaceful,,,,,Weekly,Daily,,,,Hopeful,,,,Disappointed,,5,5,5,5,5,5,5,4,5,5,4,5,,,,,,,,Anxious,,No,,,,,,,,,,,,,Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality,Mental health,Family,Relationships,Spirituality,Physical health,Career & Finances,,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,Vulnerable,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment,5,1,2,1,5,5,3,3,7,Media & Entertainment,,Female,24-30,I'm from somewhere else in the US,White,Lonely
New York,Work,,,,,,Alone,,,,,,,,,,,Weekly,Monthly,,,Excited,,,Lonely,,Disappointed,,3,5,3,4,5,3,5,4,4,4,3,3,,,Indifferent,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Business owner,1,Free,,Frustrated,,Vulnerable,,,,,"Yes, my company went out of business",Mental health reasons,4,2,3,1,4,3,4,5,8,Financials,,Male,40-50,I'm from New York State,Hispanic / Latino,Vulnerable
New York,Work,Family,,,,,,8,,,,,Peaceful,,Disappointed,Frustrated,,Daily,Monthly,,Stressed,Excited,,,Lonely,,,,4,2,5,2,4,4,5,3,5,3,4,2,Proud,Optimistic,,Vulnerable,,,,,,No,,,,,,,,,,,,,Relationships,Career & Finances,Physical health,Mental health,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,Frustrated,Disappointed,Vulnerable,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment,4,3,1,4,4,2,1,2,5,Other / I prefer not to answer,,Male,50-60,I'm from New York State,Hispanic / Latino,Disappointed
New York,Work,Family,,,,,,4,,,Free,,,,,,,Daily,Daily,,,,,,,Vulnerable,,,5,5,2,5,5,4,4,3,1,5,5,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Physical health,Mental health,Spirituality,Family,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,,,,,,,,,,,,,,,,,,,,Permanent employed,0,Free,,,,,,,,,"Yes, due to smartworking",Other / I prefer not to answer,5,3,5,1,5,5,5,4,9,Media & Entertainment,,Male,30-40,I'm from somewhere else in the US,White,Optimistic
New York,Work,Family,,,,,,10,Bored,,,,,Lonely,Disappointed,,,Monthly,Every 3 months,,,,,Peaceful,,Vulnerable,Disappointed,,4,3,2,4,5,5,1,3,5,4,2,4,Proud,Optimistic,,Vulnerable,,,,,,No,,,,,,,,,,,,,Physical health,Relationships,Career & Finances,Mental health,Spirituality,Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,Aggressive,,Disappointed,Vulnerable,,,,,"Yes, due to smartworking",Better Career Prospects,3,2,4,4,1,2,1,4,6,Utilities,,Male,18-20,I'm from New York State,Hispanic / Latino,Distant
New York,Work,,,,,,Alone,,,,,,,,,,,Weekly,Once a year,Bored,,,,,,,,,3,4,4,3,5,4,2,3,3,3,2,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Family,Relationships,Spirituality,Spirituality,Mental health,Career & Finances,Physical health,Relationships,Family,,,,,,,,,,,,,,,,,,,,Unemployed,1,,,,Disappointed,,,,,,"Yes, I was fired",Financial reasons,3,2,4,4,4,4,5,4,2,Financials,,Male,20-24,I'm from New York State,White,Free
New York,Study,,,Pets,,,,,,Stressed,,,,,Disappointed,Frustrated,,Monthly,Once a year,Bored,,,,Peaceful,Lonely,,,,5,3,4,2,5,4,3,2,4,2,5,4,Proud,,,Vulnerable,,Hostile,,,,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Relationships,Mental health,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Family,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,,,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,,,,,,,,,,,,,,,3,1,4,2,4,4,2,1,4,,Studies in Creative Arts and Writing,Male,18-20,I'm from New York State,Hispanic / Latino,Disappointed
New York,Study,,,Pets,,,,,,,,Optimistic,,,Disappointed,,Threatened,Monthly,Monthly,,,Excited,,,Lonely,,,Anxious,4,3,4,4,5,4,3,2,4,3,5,4,Proud,,Indifferent,,,Hostile,,,,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,Loan,,,,,,Lonely,,Frustrated,Anxious,Yes because I dropped out university,,,Family / Friends / Advisors Influence,,Better Career Prospects,,Started working,,,,,,,,,,,,,,,3,2,4,1,4,1,3,4,6,,Agricultural and Veterinary Sciences,Male,24-30,I'm from New York State,Hispanic / Latino,Vulnerable
New York,Study,,,,,People I didn't know,,3,,,,,Peaceful,,,Frustrated,Threatened,Monthly,Once a year,Bored,,,,,Lonely,,Disappointed,,5,3,2,4,4,3,2,4,4,3,5,2,,,,,Disappointed,Hostile,,,Free,No,,,,,,,,,,,,,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Job,,,,,Optimistic,,Disappointed,,Anxious,Yes because I dropped out university,Change in personal interests,,,,Better Career Prospects,,Started working,,,,,,,,,,,,,,,4,2,4,3,1,3,4,5,8,,Earth and Environmental Sciences,Male,24-30,I'm from New York State,Hispanic / Latino,Disappointed
New York,Study,,,,,,Alone,,,,,,,,,,,Weekly,Monthly,,,,,Peaceful,,Vulnerable,,Anxious,5,3,2,4,4,4,5,2,5,4,3,2,,Optimistic,,,Disappointed,,,,Free,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Relationships,Mental health,Spirituality,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Loan,,Stressed,Free,,,,Disappointed,,,Yes because I dropped out university,Change in personal interests,Change in learning modes,,,Better Career Prospects,,Started working,,,,,,,,,,,,,,,4,2,5,4,1,2,4,3,6,,Built Environment and Design,Male,24-30,I'm from New York State,Hispanic / Latino,Frustrated
New York,Work,,,,Roommates,,,2,,Stressed,,,,,,,,Daily,Daily,,,,,,,,,Anxious,5,5,5,5,5,5,5,3,3,5,5,5,,,,,,Hostile,,,,No,,,,,,,,,,,,,Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Permanent employed,0,Free,,,,,,,,,"No, it didn't change",,5,4,2,1,5,5,5,3,8,Financials,,Male,24-30,I'm from somewhere else in the US,White,Disappointed
New York,Study,,,,,,Alone,,,,,,,,,,,Daily,Once a year,,,,,,Lonely,Vulnerable,Disappointed,,5,4,2,4,3,4,3,2,4,3,1,4,,,,Vulnerable,Disappointed,,,,Free,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Job,Bored,,,Proud,Optimistic,,,,,Yes because I dropped out university,,,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,,,,,,,,,,,,,,,,4,2,4,1,4,4,3,4,8,,Built Environment and Design,Male,24-30,I'm from New York State,Hispanic / Latino,Anxious
New York,Study,,,Pets,,,,,,,Free,Optimistic,,,Disappointed,,,Monthly,Monthly,,,,,,Lonely,Vulnerable,,Anxious,5,3,5,4,3,4,4,2,4,2,3,5,,Optimistic,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Spirituality,Physical health,Career & Finances,Family,Mental health,Relationships,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Loan,,,Free,,,Lonely,,Frustrated,,Yes because I dropped out university,,,Family / Friends / Advisors Influence,,Better Career Prospects,Economic Difficulties,,,,,,,,,,,,,,,,4,3,4,2,2,3,1,3,6,,Medical and Health Sciences,Male,20-24,I come from abroad,Hispanic / Latino,Distant
New York,Study,,,Pets,,,,,,,,,Peaceful,Lonely,Disappointed,,,Weekly,Monthly,,Stressed,,,,,,Disappointed,Anxious,5,4,3,4,4,3,3,4,3,2,4,2,,,,,,Hostile,Threatened,,Free,No,,,,,,,,,,,,,Relationships,Physical health,Career & Finances,Mental health,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,Scholarship,,,Free,Proud,Optimistic,,,,,Yes because I dropped out university,,Change in learning modes,,,,Economic Difficulties,Started working,,,,,,,,,,,,,,,4,2,3,4,5,3,2,4,4,,Medical and Health Sciences,Male,18-20,I'm from New York State,Hispanic / Latino,Anxious
New York,Work,,Friends,,,,,1,,,,,Peaceful,,,,,Monthly,Weekly,,,,,,,,Disappointed,,5,1,1,4,3,1,4,1,1,5,5,1,,,,Vulnerable,,Hostile,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Relationships,Family,Spirituality,Mental health,Physical health,,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,Vulnerable,,,,,"No, it didn't change",,5,5,5,5,5,5,5,5,10,Information Technology,,Male,30-40,I come from abroad,Black or African American,Vulnerable
New York,Study,,,,Roommates,,,3,Bored,Stressed,,,,,,Frustrated,,Weekly,Monthly,,Stressed,,,,,Vulnerable,Disappointed,,4,3,5,2,3,,3,2,4,3,5,3,,,Indifferent,,Disappointed,,,Anxious,,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,Job,,,,Proud,,,Disappointed,,Anxious,Yes because I changed my field of study,,Change in learning modes,,,Better Career Prospects,,Started working,,,,,,,,,,,,,,,5,3,2,4,2,1,3,4,3,,Built Environment and Design,Male,20-24,I'm from somewhere else in the US,Hispanic / Latino,Disappointed
New York,Study,,,,,,Alone,,,,,,,,,,,Monthly,Every 3 months,,Stressed,Excited,,,Lonely,,,,3,4,4,2,4,5,5,3,2,4,3,2,,Optimistic,,Vulnerable,,,,Anxious,,No,,,,,,,,,,,,,Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Family,,Stressed,,,,,Disappointed,,Anxious,Yes because I dropped out university,,,Family / Friends / Advisors Influence,Low grades,,,Started working,,,,,,,,,,,,,,,2,4,2,1,4,2,4,2,7,,Mathematical Sciences,Male,18-20,I'm from New York State,Hispanic / Latino,Disappointed
New York,Work,Family,,,,,,2,,,Free,,,,,,,Daily,Daily,,,,,,,Vulnerable,,,5,4,4,5,5,5,5,2,2,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Career & Finances,Physical health,Mental health,Spirituality,Family,Career & Finances,Mental health,Family,Relationships,Physical health,Spirituality,,,,,,,,,,,,,,,,,,,,Permanent employed,0,,Aggressive,,,,,,,,"No, it didn't change",,5,3,5,3,5,5,5,4,9,Information Technology,,Male,30-40,I'm from somewhere else in the US,White,Peaceful
New York,Study,,,,Roommates,,,4,,,,,,,,,Threatened,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,1,,3,3,3,3,3,3,3,,,,Vulnerable,,,,,,,,"Yes, in 2021",,,,,,,,,,Threatened,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Loan,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,3,8,,Mathematical Sciences,Female,20-24,I'm from New York State,White,Frustrated
New York,Work,,,Pets,,,,,Bored,,,Optimistic,,,,,Threatened,Daily,Weekly,Bored,,Excited,,Peaceful,,,,,3,5,3,4,2,4,4,2,4,2,4,3,,,,,,Hostile,Threatened,Anxious,,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,,,,,,,,,,,,,,,,,,,,Business owner,1,,Aggressive,,Disappointed,Vulnerable,,,,,"Yes, due to smartworking",Financial reasons,4,4,4,2,4,2,1,4,8,Manufacturing & Logistics,,Male,50-60,I'm from somewhere else in the US,Hispanic / Latino,Disappointed
New York,Study,Family,,,,,,4,,,,Optimistic,,,,,,Daily,Daily,Bored,Stressed,,,,,,,,5,3,5,5,5,5,4,1,1,5,2,4,,,,,,Hostile,,,,No,,,,,,,,,,,,,Family,Physical health,Spirituality,Mental health,Relationships,Career & Finances,Family,Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family,,Stressed,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,5,5,9,,Biological Sciences,Male,20-24,I'm from New York State,White,Optimistic
New York,Work,,,Pets,,,,,,,,,,,,Frustrated,,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,,5,4,2,2,2,2,2,2,,,,Vulnerable,,,,,,,"Yes, in 2020",,,,,,,Vulnerable,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,Disappointed,,,,,,"No, it didn't change",,1,1,1,1,2,2,2,2,8,Consumer Services & Retail,,Male,24-30,I'm from New York State,White,Frustrated
New York,Work,,,,,People I didn't know,,8,,,,Optimistic,,,Disappointed,,Threatened,Daily,Monthly,Bored,,Excited,,,Lonely,,,,5,4,4,4,5,4,3,2,4,4,5,3,,Optimistic,Indifferent,,,,,,Free,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,,,,,,,,,,,,,,,,,,,,Not able to work,1,,,,Disappointed,Vulnerable,,,Enthusiastic,,"Yes, my contract ended",Financial reasons,5,1,4,3,5,2,2,1,4,Media & Entertainment,,Male,40-50,I'm from New York State,Hispanic / Latino,Lonely
